,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
1325,NFL Blitz 2000,PS,Sports,8.2,1.08,0.6,0.0,0.41,0.07,1999
1326,Alien: Isolation,PS4,Adventure,8.2,1.0899999999999999,0.29,0.05,0.59,0.16,2014
1327,NFL 2K1,DC,Sports,9.6,1.09,1.02,0.0,0.05,0.02,2000
1328,Star Wars: Bounty Hunter,PS2,Shooter,9.6,1.0899999999999999,0.53,0.0,0.42,0.14,2002
1329,Dragon Ball Z: The Legacy of Goku II,GBA,Role-Playing,7.6,1.09,0.78,0.0,0.29,0.02,2003
1330,Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,6.5,1.1,0.54,0.01,0.33,0.22,2005
1331,Star Wars: The Force Unleashed,PSP,Action,7.1,1.08,0.43,0.0,0.41,0.24,2008
1332,The Simpsons Game,PSP,Platform,6.0,1.08,0.24,0.0,0.54,0.3,2007
1333,NASCAR Thunder 2004,PS2,Racing,6.0,1.08,0.53,0.0,0.41,0.14,2003
1334,Dante's Inferno,PS3,Action,7.3,1.08,0.64,0.04,0.28,0.12,2010
1335,Fisherman's Bass Club,PS2,Sports,7.3,1.08,0.53,0.0,0.41,0.14,2002
1336,Disney's Lilo & Stitch,GBA,Action,8.0,1.08,0.77,0.0,0.29,0.02,2002
1337,Ready 2 Rumble Boxing,PS,Sports,7.6,1.08,0.6,0.0,0.41,0.07,1999
1338,FIFA Soccer 11,Wii,Sports,7.0,1.0699999999999998,0.26,0.0,0.69,0.12,2010
1339,Joust,2600,Platform,7.0,1.08,1.01,0.0,0.06,0.01,1983
1340,Star Fox: Assault,GC,Shooter,6.6,1.08,0.68,0.19,0.18,0.03,2005
1341,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,Platform,6.6,1.08,0.53,0.0,0.41,0.14,2002
1342,Virtua Fighter 5,PS3,Fighting,8.7,1.09,0.29,0.08,0.52,0.2,2007
1343,Tom Clancy's Ghost Recon 2,PS2,Shooter,8.7,1.08,0.64,0.0,0.34,0.1,2004
1344,Pro Evolution Soccer 2014,PS3,Sports,8.3,1.08,0.03,0.51,0.46,0.08,2013
1345,Grand Theft Auto: Chinatown Wars,PSP,Adventure,9.2,1.08,0.28,0.03,0.5,0.27,2009
1346,Dragon Ball Z: Taiketsu,GBA,Fighting,3.8,1.08,0.77,0.0,0.29,0.02,2003
1347,Pro Evolution Soccer 2008,X360,Sports,3.8,1.07,0.08,0.04,0.9,0.05,2008
1348,Spore Creatures,DS,Simulation,7.2,1.06,0.66,0.0,0.3,0.1,2008
1349,Tomb Raider: Underworld,X360,Adventure,7.5,1.07,0.53,0.01,0.42,0.11,2008
1350,Call of Duty 3,PS2,Shooter,8.2,1.07,0.89,0.0,0.03,0.15,2006
1351,NHL 99,PS,Sports,8.2,1.06,0.59,0.0,0.4,0.07,1998
1352,MySims Agents,DS,Adventure,8.2,1.07,0.54,0.0,0.42,0.11,2009
1353,Doko Demo Issyo,PS,Misc,8.2,1.07,0.0,1.0,0.0,0.07,1999
1354,World Tour Soccer,PSP,Sports,7.0,1.07,0.1,0.0,0.63,0.34,2005
1355,Naruto: Ultimate Ninja Storm,PS3,Fighting,7.8,1.0699999999999998,0.49,0.09,0.34,0.15,2008
1356,Skylanders Giants,PS3,Misc,7.8,1.08,0.38,0.0,0.52,0.18,2012
1357,Virtua Fighter,SAT,Fighting,9.0,1.08,0.17,0.77,0.12,0.02,1995
1358,Marvel vs. Capcom 3: Fate of Two Worlds,X360,Fighting,8.4,1.08,0.79,0.03,0.18,0.08,2011
1359,Imagine: Fashion Designer New York,DS,Simulation,8.4,1.07,0.65,0.0,0.32,0.1,2008
1360,The Biggest Loser,Wii,Sports,7.7,1.07,0.86,0.0,0.12,0.09,2009
1361,Championship Manager 99/00,PC,Sports,7.7,1.07,0.0,0.0,0.98,0.09,2000
1362,Tiger Woods PGA Tour 10,Wii,Sports,9.0,1.07,0.6,0.0,0.37,0.1,2009
1363,The Orange Box,PS3,Shooter,8.7,1.07,0.28,0.0,0.58,0.21,2007
1364,WWE SmackDown vs. Raw 2010,PS2,Fighting,8.7,1.08,0.53,0.0,0.01,0.54,2009
1365,Hot Wheels Turbo Racing,PS,Racing,8.7,1.06,0.59,0.0,0.4,0.07,1999
1366,LEGO Star Wars II: The Original Trilogy,DS,Action,4.9,1.07,0.96,0.0,0.03,0.08,2006
1367,Ridge Racer Revolution,PS,Racing,4.9,1.07,0.17,0.71,0.12,0.07,1996
1368,Prince of Persia,PS3,Adventure,8.3,1.0799999999999998,0.47,0.03,0.41,0.17,2008
1369,Endless Ocean,Wii,Adventure,6.8,1.07,0.43,0.09,0.46,0.09,2008
1370,Mercenaries 2: World in Flames,X360,Shooter,7.1,1.06,0.65,0.01,0.3,0.1,2008
1371,Warhawk,PS3,Shooter,8.4,1.05,0.49,0.0,0.39,0.17,2007
1372,LEGO The Lord of the Rings,PS3,Misc,8.4,1.05,0.37,0.0,0.52,0.16,2012
1373,Sonic Generations,3DS,Platform,6.3,1.05,0.44,0.01,0.52,0.08,2011
1374,Mortal Kombat: Armageddon,PS2,Fighting,7.4,1.06,0.88,0.0,0.04,0.14,2006
1375,Aliens vs Predator,X360,Shooter,6.0,1.06,0.55,0.0,0.4,0.11,2010
1376,NBA Street V3,PS2,Sports,6.0,1.0699999999999998,0.52,0.0,0.41,0.14,2005
1377,Simple 1500 Series Vol. 1: The Mahjong,PS,Misc,6.0,1.06,0.0,0.99,0.0,0.07,1998
1378,Spider-Man 2,GBA,Platform,7.0,1.06,0.76,0.0,0.28,0.02,2004
1379,Sega Superstars Tennis,Wii,Sports,7.0,1.06,0.28,0.0,0.65,0.13,2008
1380,NFL Blitz,N64,Sports,7.0,1.07,1.02,0.0,0.04,0.01,1998
1381,Seek and Destroy,PS2,Racing,5.6,1.06,0.52,0.0,0.4,0.14,2002
1382,Football Manager 2013,PC,Sports,5.6,1.06,0.0,0.0,0.96,0.1,2012
1383,MLB The Show 18,PS4,Sports,5.6,1.06,0.86,0.0,0.0,0.2,2018
1384,NCAA Football 99,PS,Sports,5.6,1.06,0.59,0.0,0.4,0.07,1998
1385,Darksiders,X360,Action,7.8,1.06,0.67,0.01,0.28,0.1,2010
1386,Freekstyle,PS2,Racing,7.8,1.0699999999999998,0.52,0.0,0.41,0.14,2002
1387,DiRT 3,PS3,Racing,9.0,1.06,0.27,0.01,0.58,0.2,2011
1388,Hulk,PS2,Action,9.0,1.0699999999999998,0.52,0.0,0.41,0.14,2003
1389,Lego Marvel Super Heroes: Universe in Peril,3DS,Action,9.0,1.04,0.42,0.04,0.5,0.08,2013
1390,Disney Infinity,PS3,Misc,9.0,1.05,0.53,0.0,0.34,0.18,2013
1391,NBA 2K3,PS2,Sports,9.0,1.04,0.51,0.0,0.4,0.13,2002
1392,Adventure Island,NES,Platform,9.0,1.05,0.0,1.05,0.0,0.0,1988
1393,Derby Stallion 96,SNES,Sports,9.0,1.05,0.0,1.04,0.0,0.01,1996
1394,The Simpsons: Road Rage,XB,Racing,9.0,1.05,0.78,0.0,0.26,0.01,2001
1395,Forza Motorsport,XB,Racing,9.2,1.05,0.52,0.0,0.51,0.02,2005
1396,Rocksmith 2014,PS3,Music,9.1,1.04,0.56,0.05,0.26,0.17,2013
1397,DiRT,PS3,Racing,8.3,1.05,0.16,0.0,0.66,0.23,2007
1398,Dave Mirra Freestyle BMX,PS,Sports,7.4,1.05,0.91,0.0,0.11,0.03,2000
1399,The Evil Within 2,PS4,Action,7.4,1.04,0.31,0.09,0.49,0.15,2017
1400,Disney Universe,Wii,Action,7.4,1.04,0.66,0.0,0.28,0.1,2011
1401,Virtua Tennis 3,PS3,Sports,7.4,1.05,0.23,0.03,0.58,0.21,2007
1402,Tag Team Match M.U.S.C.L.E.,NES,Fighting,7.4,1.05,0.0,1.05,0.0,0.0,1986
1403,Sonic & SEGA All-Stars Racing,DS,Racing,8.3,1.05,0.43,0.0,0.51,0.11,2010
1404,Imagine: Animal Doctor,DS,Simulation,8.3,1.04,0.45,0.0,0.48,0.11,2007
1405,UFC Undisputed 3,PS3,Fighting,8.3,1.0500000000000003,0.55,0.03,0.33,0.14,2012
1406,Cosmic Ark,2600,Shooter,8.3,1.05,0.99,0.0,0.05,0.01,1982
1407,MySims Agents,Wii,Adventure,7.5,1.05,0.63,0.0,0.32,0.1,2009
1408,Resident Evil: The Darkside Chronicles,Wii,Shooter,7.2,1.06,0.46,0.2,0.31,0.09,2009
1409,Dora the Explorer: Dora Saves the Mermaids,DS,Platform,7.2,1.06,0.97,0.0,0.01,0.08,2007
1410,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Shooter,8.2,1.05,0.81,0.0,0.11,0.13,2006
1411,Call of Duty 4: Modern Warfare,DS,Shooter,7.3,1.06,0.95,0.01,0.02,0.08,2007
1412,Defender,2600,Shooter,7.3,1.05,0.99,0.0,0.05,0.01,1981
1413,Arc the Lad II,PS,Role-Playing,7.3,1.05,0.0,0.92,0.0,0.13,1996
1414,Brink,X360,Shooter,6.8,1.04,0.59,0.01,0.35,0.09,2011
1415,Dance on Broadway,Wii,Misc,6.8,1.04,0.27,0.0,0.65,0.12,2010
1416,Prey (2017),PS4,Shooter,6.8,1.05,0.25,0.02,0.62,0.16,2017
1417,Mega Man X4,PS,Platform,6.8,1.04,0.45,0.22,0.3,0.07,1997
1418,Disney Infinity 2.0: Marvel Super Heroes,PS3,Action-Adventure,6.8,1.04,0.52,0.0,0.34,0.18,2014
1419,ZhuZhu Pets,DS,Simulation,6.8,1.04,0.68,0.0,0.27,0.09,2010
1420,Aliens vs Predator,PS3,Shooter,6.1,1.05,0.41,0.0,0.46,0.18,2010
1421,Sleeping Dogs,PS3,Action-Adventure,8.1,1.03,0.31,0.05,0.5,0.17,2012
1422,Legacy of Kain: Soul Reaver,PS,Adventure,8.9,1.05,0.58,0.0,0.4,0.07,1999
1423,Diablo III: Ultimate Evil Edition,XOne,Role-Playing,8.9,1.03,0.62,0.0,0.32,0.09,2014
1424,Need for Speed: Most Wanted,XB,Racing,8.5,1.04,0.53,0.0,0.46,0.05,2005
1425,MVP Baseball 2003,PS2,Sports,8.5,1.04,0.51,0.0,0.4,0.13,2003
1426,WipEout Pure,PSP,Racing,9.1,1.04,0.47,0.0,0.34,0.23,2005
1427,The Simpsons Game,X360,Platform,6.9,1.04,0.54,0.0,0.39,0.11,2007
1428,ATV: Quad Power Racing,PS,Racing,6.9,1.04,0.58,0.0,0.39,0.07,2000
1429,Bomberman 64,N64,Puzzle,6.1,1.04,0.5,0.31,0.2,0.03,1997
1430,Jeremy McGrath Supercross 98,PS,Racing,6.1,1.04,0.91,0.0,0.1,0.03,1998
1431,MotorStorm: Arctic Edge,PSP,Racing,7.7,1.04,0.16,0.0,0.58,0.3,2009
1432,Naruto: Clash of Ninja 2,GC,Fighting,7.4,1.04,0.44,0.45,0.12,0.03,2006
1433,LEGO Pirates of the Caribbean: The Video Game,X360,Action,7.2,1.04,0.54,0.0,0.4,0.1,2011
1434,WWE SmackDown vs. Raw 2010,X360,Fighting,8.2,1.04,0.56,0.01,0.37,0.1,2009
1435,Dance Dance Revolution SuperNOVA,PS2,Simulation,8.2,1.04,0.87,0.0,0.03,0.14,2006
1436,MX vs. ATV Unleashed,PS2,Racing,8.2,1.03,0.86,0.0,0.03,0.14,2005
1437,Just Dance 2014,X360,Music,7.6,1.03,0.75,0.0,0.18,0.1,2013
1438,Sonic Unleashed,PS3,Platform,5.3,1.0300000000000002,0.56,0.01,0.32,0.14,2008
1439,Bomberman,NES,Puzzle,5.3,1.03,0.18,0.85,0.0,0.0,1989
1440,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Shooter,5.3,1.03,0.34,0.02,0.48,0.19,2007
1441,Junior Brain Trainer,DS,Misc,5.3,1.03,0.23,0.0,0.71,0.09,2009
1442,The Elder Scrolls III: Morrowind Game of the Year Edition,XB,Role-Playing,8.3,1.03,0.77,0.0,0.22,0.04,2003
1443,Tomb Raider,PC,Action,8.7,1.03,0.96,0.0,0.07,0.0,1996
1444,NCAA March Madness 2004,PS2,Sports,8.7,1.02,0.5,0.0,0.39,0.13,2003
1445,Guinness World Records: The Videogame,Wii,Action,8.7,1.04,0.46,0.0,0.47,0.11,2008
1446,FIFA Soccer 08,Wii,Sports,8.7,1.04,0.32,0.01,0.59,0.12,2007
1447,Dragon Ball Z: Budokai Tenkaichi 3,Wii,Fighting,7.5,1.02,0.32,0.26,0.36,0.08,2007
1448,LEGO Indiana Jones: The Original Adventures,PS3,Adventure,7.7,1.04,0.44,0.0,0.43,0.17,2008
1449,Disney Fairies: Tinker Bell and the Lost Treasure,DS,Adventure,7.7,1.04,0.57,0.02,0.35,0.1,2009
1450,Petz: Catz 2,DS,Simulation,7.7,1.02,0.51,0.0,0.4,0.11,2007
1451,Shrek 2,GC,Platform,6.9,1.03,0.73,0.01,0.26,0.03,2004
1452,Dead Space 3,PS3,Shooter,6.9,1.02,0.45,0.0,0.4,0.17,2013
1453,Assassin's Creed: Rogue,X360,Action,6.9,1.02,0.59,0.0,0.34,0.09,2014
1454,The Lost World: Jurassic Park,PS,Action,6.9,1.03,0.57,0.0,0.39,0.07,1997
1455,Bulletstorm,X360,Shooter,8.5,1.02,0.61,0.01,0.32,0.08,2011
1456,Tiger Woods PGA Tour 08,Wii,Sports,7.4,1.02,0.93,0.0,0.01,0.08,2007
1457,Pokémon Conquest,DS,Role-Playing,7.4,1.03,0.56,0.37,0.05,0.05,2012
1458,Madden NFL 07,XB,Sports,8.4,1.03,0.97,0.0,0.03,0.03,2006
1459,The Elder Scrolls Online,PC,MMO,8.4,1.02,0.35,0.0,0.59,0.08,2014
1460,LEGO Indiana Jones 2: The Adventure Continues,X360,Adventure,8.4,1.02,0.62,0.0,0.31,0.09,2009
1461,Harry Potter and the Prisoner of Azkaban,PS2,Adventure,8.4,1.02,0.5,0.0,0.39,0.13,2004
1462,Wall-E,Wii,Platform,8.4,1.02,0.51,0.0,0.4,0.11,2008
1463,Rock Band 2,Wii,Misc,9.0,1.02,0.93,0.0,0.01,0.08,2008
1464,LEGO Jurassic World,PS3,Action,9.0,1.02,0.36,0.0,0.49,0.17,2015
1465,Naruto: Clash of Ninja Revolution,Wii,Fighting,9.0,1.01,0.44,0.0,0.46,0.11,2007
1466,Just Cause 3,XOne,Action-Adventure,7.0,1.02,0.52,0.0,0.41,0.09,2015
1467,NBA 2K16,X360,Sports,7.0,1.02,0.86,0.0,0.05,0.11,2015
1468,LEGO Marvel's Avengers,PS4,Action,7.0,1.01,0.31,0.01,0.53,0.16,2016
1469,LEGO Jurassic World,X360,Action,7.0,1.01,0.51,0.0,0.41,0.09,2015
1470,LEGO Harry Potter: Years 5-7,X360,Action,7.0,1.01,0.51,0.0,0.41,0.09,2011
1471,Evolve,PS4,Shooter,7.0,1.0,0.38,0.05,0.41,0.16,2015
1472,Madden NFL 16,X360,Sports,8.0,1.01,0.88,0.0,0.02,0.11,2015
1473,Pong: The Next Level,PS,Puzzle,8.0,1.01,0.56,0.0,0.38,0.07,1999
1474,MLB 15: The Show,PS4,Sports,8.0,1.02,0.75,0.0,0.08,0.19,2015
1475,Championship Manager 3,PC,Sports,8.0,1.01,0.0,0.0,0.93,0.08,2003
1476,F1 2012,PS3,Racing,7.9,1.0,0.12,0.05,0.65,0.18,2012
1477,Prince of Persia,X360,Adventure,8.2,1.0000000000000002,0.54,0.02,0.34,0.1,2008
1478,NBA Jam Tournament Edition,SNES,Sports,8.2,1.01,0.87,0.0,0.12,0.02,1995
1479,NBA 2K10,X360,Sports,8.4,1.01,0.91,0.0,0.02,0.08,2009
1480,The Simpsons Game,Wii,Platform,8.4,1.02,0.45,0.0,0.46,0.11,2007
1481,Steep,PS4,Sports,8.4,1.0,0.23,0.02,0.6,0.15,2016
1482,EyePet,PS3,Simulation,6.9,1.02,0.37,0.04,0.52,0.09,2010
1483,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,Sports,6.9,1.0,0.08,0.02,0.9,0.0,2007
1484,PES 2009: Pro Evolution Soccer,X360,Sports,6.9,1.01,0.13,0.03,0.76,0.09,2008
1485,NFL GameDay 2001,PS,Sports,6.9,1.01,0.56,0.0,0.38,0.07,2000
1486,NBA Live 97,PS,Sports,6.9,1.0,0.55,0.0,0.38,0.07,1996
1487,Excitebike 64,N64,Racing,8.9,1.0,0.65,0.19,0.15,0.01,2000
1488,Dynasty Warriors 3: Xtreme Legends,PS2,Action,8.9,1.0,0.13,0.74,0.1,0.03,2003
1489,Far Cry: Primal,XOne,Action-Adventure,7.8,1.01,0.51,0.0,0.41,0.09,2016
1490,Rayman Origins,PS3,Platform,8.5,1.0,0.33,0.01,0.5,0.16,2011
1491,Breath of Fire III,PS,Role-Playing,7.6,1.01,0.29,0.46,0.19,0.07,1998
1492,Road & Track Presents: The Need for Speed,PS,Racing,7.6,1.01,0.56,0.0,0.38,0.07,1996
1493,1942,NES,Shooter,7.6,1.0,0.65,0.21,0.14,0.0,1986
1494,Just Dance 2017,Wii,Music,7.6,0.99,0.4,0.0,0.51,0.08,2016
1495,Ford Racing 2,PS2,Racing,7.6,1.0,0.49,0.0,0.38,0.13,2003
1496,Guitar Hero: Aerosmith,PS3,Misc,7.6,0.99,0.73,0.0,0.15,0.11,2008
1497,Jampack Winter 2000,PS,Misc,7.6,1.0,0.55,0.0,0.38,0.07,2000
1498,Dead Space 3,X360,Shooter,7.6,1.0,0.64,0.0,0.27,0.09,2013
1499,Tom Clancy's Splinter Cell: Blacklist,X360,Action-Adventure,8.4,0.9999999999999999,0.57,0.01,0.33,0.09,2013
1500,NERF N-Strike Elite,Wii,Shooter,7.5,1.0,0.93,0.0,0.0,0.07,2009
1501,NCAA Football 12,X360,Sports,7.8,1.0,0.94,0.0,0.0,0.06,2011
1502,SoulCalibur II,XB,Fighting,7.8,0.99,0.78,0.03,0.18,0.0,2003
1503,UFC Undisputed 3,X360,Fighting,7.8,0.9999999999999999,0.72,0.0,0.2,0.08,2012
1504,Dead or Alive 2,PS2,Fighting,7.8,0.9999999999999999,0.3,0.38,0.24,0.08,2000
1505,Puzzler Collection,DS,Puzzle,7.8,0.9800000000000001,0.16,0.0,0.78,0.04,2008
1506,Dragon Age: Inquisition,XOne,Role-Playing,7.8,0.99,0.63,0.0,0.27,0.09,2014
1507,NFL Fever 2002,XB,Sports,7.8,0.99,0.74,0.0,0.21,0.04,2001
1508,Rocksmith 2014,X360,Music,8.4,0.99,0.73,0.0,0.16,0.1,2013
1509,Cars: Race-O-Rama,Wii,Racing,8.4,0.9899999999999999,0.61,0.0,0.29,0.09,2009
1510,The Bouncer,PS2,Action,8.4,0.9899999999999999,0.3,0.38,0.23,0.08,2001
1511,Tales of Graces f,PS3,Role-Playing,8.4,0.99,0.28,0.45,0.19,0.07,2012
1512,Army of Two: The 40th Day,X360,Shooter,7.1,0.98,0.65,0.0,0.24,0.09,2010
1513,DiRT 2,PS3,Racing,8.8,0.99,0.27,0.0,0.53,0.19,2009
1514,PlayStation All-Stars Battle Royale,PS3,Fighting,8.8,0.9800000000000001,0.5,0.04,0.28,0.16,2012
1515,Midnight Club: LA Remix,PSP,Racing,7.7,0.99,0.52,0.0,0.28,0.19,2008
1516,Apollo Justice: Ace Attorney,DS,Adventure,8.0,1.0,0.28,0.64,0.05,0.03,2008
1517,The Simpsons: Hit & Run,GC,Racing,8.2,1.0,0.77,0.0,0.2,0.03,2003
1518,Haze,PS3,Shooter,5.6,0.9900000000000001,0.49,0.02,0.33,0.15,2008
1519,Oddworld: Abe's Exoddus,PS,Platform,8.6,0.99,0.55,0.0,0.38,0.06,1998
1520,Shadow The Hedgehog,GC,Platform,4.9,0.99,0.76,0.0,0.2,0.03,2005
1521,Disney Epic Mickey 2: The Power of Two,Wii,Platform,4.9,0.98,0.67,0.0,0.22,0.09,2012
1522,Tetris 2,NES,Puzzle,4.9,0.98,0.62,0.21,0.13,0.02,1993
1523,Tom Clancy's Splinter Cell: Blacklist,PS3,Action-Adventure,8.3,0.9900000000000001,0.34,0.06,0.44,0.15,2013
1524,Disney Tangled,DS,Action,8.3,0.99,0.53,0.0,0.37,0.09,2010
1525,The Witcher 2: Assassins of Kings,PC,Role-Playing,8.8,0.9700000000000001,0.27,0.0,0.56,0.14,2011
1526,The LEGO Movie Videogame,PS3,Action-Adventure,8.8,0.99,0.33,0.03,0.47,0.16,2014
1527,Zoo Tycoon DS,DS,Strategy,4.6,0.97,0.86,0.01,0.03,0.07,2005
1528,Pro Evolution Soccer 2008,PSP,Sports,7.8,0.99,0.02,0.19,0.53,0.25,2008
1529,WWE 2K19,PS4,Fighting,7.8,0.9800000000000001,0.36,0.0,0.46,0.16,2018
1530,Fallout 3,PC,Role-Playing,9.0,0.97,0.02,0.0,0.88,0.07,2008
1531,WWE SmackDown vs Raw 2008,Wii,Fighting,9.0,0.99,0.38,0.0,0.5,0.11,2007
1532,Air-Sea Battle,2600,Shooter,9.0,0.98,0.91,0.0,0.06,0.01,1977
1533,Sniper Elite V2,PS3,Shooter,7.4,0.9900000000000001,0.38,0.06,0.4,0.15,2012
1534,Injustice: Gods Among Us Ultimate Edition,PS4,Fighting,7.4,0.9800000000000001,0.46,0.0,0.35,0.17,2013
1535,Madden NFL 10,PS2,Sports,7.4,0.98,0.88,0.0,0.0,0.1,2009
1536,Wheel of Fortune,Wii,Misc,7.4,0.97,0.86,0.0,0.04,0.07,2010
1537,FIFA Soccer 10,Wii,Sports,8.3,0.98,0.23,0.0,0.64,0.11,2009
1538,Littlest Pet Shop: Winter,DS,Simulation,8.3,0.9899999999999999,0.58,0.0,0.31,0.1,2008
1539,Suikoden III,PS2,Role-Playing,8.6,0.9799999999999999,0.29,0.38,0.23,0.08,2002
1540,NASCAR 99,N64,Racing,8.6,0.99,0.94,0.0,0.04,0.01,1998
1541,Mario Party Advance,GBA,Misc,8.6,0.99,0.5,0.28,0.19,0.02,2005
1542,Donkey Kong Junior,2600,Platform,8.6,0.9600000000000001,0.9,0.0,0.05,0.01,1983
1543,Grand Theft Auto: San Andreas,PC,Action,9.4,0.9700000000000001,0.0,0.0,0.93,0.04,2005
1544,Medal of Honor: Underground,PS,Shooter,9.4,0.97,0.54,0.0,0.37,0.06,2000
1545,South Park: The Stick of Truth,PS3,Role-Playing,9.4,0.9600000000000001,0.44,0.0,0.36,0.16,2014
1546,Cars,DS,Racing,9.4,0.97,0.85,0.0,0.05,0.07,2006
1547,Dirge of Cerberus: Final Fantasy VII,PS2,Shooter,5.8,0.97,0.46,0.51,0.0,0.0,2006
1548,NCAA Football 06,XB,Sports,5.8,0.97,0.73,0.0,0.21,0.03,2005
1549,NHL 2004,PS2,Sports,5.8,0.96,0.47,0.0,0.37,0.12,2003
1550,Madden NFL 08,PS3,Sports,5.8,0.98,0.89,0.0,0.01,0.08,2007
1551,Brutal Legend,X360,Action,8.5,0.97,0.62,0.0,0.26,0.09,2009
1552,Band Hero,Wii,Misc,7.4,0.9699999999999999,0.59,0.0,0.29,0.09,2009
1553,EA Sports UFC 3,PS4,Sports,7.4,0.9800000000000001,0.4,0.01,0.41,0.16,2018
1554,Grand Theft Auto: Vice City Stories,PS2,Action,7.4,0.9700000000000001,0.78,0.03,0.03,0.13,2007
1555,FIFA Soccer 2005,XB,Sports,7.4,0.97,0.33,0.0,0.6,0.04,2004
1556,Skylanders: Spyro's Adventure,X360,Action,7.4,0.9700000000000001,0.53,0.0,0.34,0.1,2011
1557,LEGO Star Wars II: The Original Trilogy,GC,Action,8.4,0.97,0.75,0.0,0.19,0.03,2006
1558,Fire Emblem: The Blazing Blade,GBA,Strategy,8.8,0.97,0.49,0.29,0.18,0.01,2003
1559,Sea of Thieves,XOne,Action-Adventure,6.9,0.96,0.6,0.0,0.27,0.09,2018
1560,Dance Dance Revolution 2nd ReMIX,PS,Simulation,6.9,0.96,0.0,0.9,0.0,0.06,1999
1561,LEGO Pirates of the Caribbean: The Video Game,PS3,Action,7.4,0.9600000000000001,0.36,0.0,0.44,0.16,2011
1562,NHL 2001,PS2,Sports,7.4,0.96,0.47,0.0,0.37,0.12,2000
1563,My Weight Loss Coach,DS,Sports,7.4,0.9500000000000001,0.3,0.0,0.54,0.11,2008
1564,Madden NFL 25,PS4,Sports,7.4,0.9600000000000001,0.64,0.0,0.15,0.17,2013
1565,MLB 16: The Show,PS4,Sports,7.4,0.96,0.78,0.0,0.0,0.18,2016
1566,South Park: The Stick of Truth,X360,Role-Playing,7.4,0.96,0.6,0.0,0.27,0.09,2014
1567,Club Penguin: Game Day!,Wii,Misc,7.4,0.9600000000000001,0.55,0.0,0.32,0.09,2010
1568,Mass Effect 3,PC,Role-Playing,7.4,0.9600000000000001,0.4,0.0,0.45,0.11,2012
1569,Sonic & SEGA All-Stars Racing,PS3,Racing,8.0,0.9600000000000001,0.36,0.0,0.44,0.16,2010
1570,Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,8.0,0.9600000000000001,0.41,0.09,0.33,0.13,2012
1571,Mortal Kombat Trilogy,N64,Fighting,8.0,0.96,0.72,0.0,0.22,0.02,1996
1572,Mortal Kombat: Deadly Alliance,XB,Fighting,8.0,0.9600000000000001,0.77,0.0,0.15,0.04,2002
1573,Dark Cloud 2,PS2,Role-Playing,8.6,0.96,0.38,0.26,0.25,0.07,2003
1574,Star Soldier,NES,Shooter,8.6,0.96,0.32,0.57,0.06,0.01,1988
1575,Guitar Hero: Warriors of Rock,Wii,Misc,7.3,0.9699999999999999,0.47,0.0,0.41,0.09,2010
1576,PilotWings Resort,3DS,Simulation,6.9,0.96,0.4,0.13,0.36,0.07,2011
1577,Scooby-Doo! First Frights,Wii,Adventure,6.9,0.95,0.84,0.0,0.04,0.07,2009
1578,Gangs of London,PSP,Adventure,5.0,0.95,0.3,0.0,0.43,0.22,2006
1579,Jampack Summer '99,PS,Misc,5.0,0.96,0.54,0.0,0.36,0.06,1999
1580,Shinobi,PS2,Action,5.0,0.95,0.36,0.22,0.28,0.09,2002
1581,NCAA Football 2000,PS,Sports,5.0,0.95,0.53,0.0,0.36,0.06,1999
1582,Driver: San Francisco,PS3,Racing,8.2,0.9500000000000001,0.24,0.01,0.53,0.17,2011
1583,Wipeout: In The Zone,X360,Misc,8.2,0.95,0.87,0.0,0.0,0.08,2011
1584,Lost Planet 2,PS3,Shooter,6.6,0.9500000000000001,0.29,0.2,0.34,0.12,2010
1585,LEGO Harry Potter: Years 5-7,PS3,Action,9.0,0.9600000000000001,0.36,0.0,0.45,0.15,2011
1586,ESPN NBA 2K5,XB,Sports,9.0,0.9600000000000001,0.88,0.0,0.04,0.04,2004
1587,White Knight Chronicles: International Edition,PS3,Role-Playing,6.3,0.95,0.34,0.36,0.16,0.09,2010
1588,Mega Man Star Force Dragon / Leo / Pegasus,DS,Role-Playing,6.3,0.9500000000000001,0.39,0.53,0.0,0.03,2007
1589,Wild ARMs,PS,Role-Playing,8.9,0.95,0.26,0.46,0.17,0.06,1997
1590,World Championship Poker,PS2,Misc,8.9,0.9600000000000001,0.8,0.0,0.03,0.13,2004
1591,Ben 10: Alien Force,DS,Action,8.9,0.96,0.65,0.0,0.22,0.09,2008
1592,Wheel of Fortune,PS2,Misc,8.9,0.95,0.47,0.0,0.36,0.12,2003
1593,Skylanders: Trap Team,Wii,Platform,8.9,0.95,0.41,0.0,0.46,0.08,2014
1594,Tom Clancy's Splinter Cell: Chaos Theory,PS2,Adventure,8.9,0.9500000000000001,0.36,0.0,0.45,0.14,2005
1595,Sonic Unleashed,X360,Platform,5.6,0.9500000000000001,0.54,0.0,0.32,0.09,2008
